subject_taxon_id,target_scientific_name,target_common_name,target_taxon_id,interaction
123033,Polygonum,knotweeds,48972,eats
123033,Cyanistes caeruleus,Eurasian Blue Tit,144849,eatenBy
123033,Parus major,Great Tit,203153,eatenBy
123033,http://treatment.plazi.org/id/816D19D07A0639D61C9D86B2E12B14EE,,,pollinates
123033,Corynorhinus townsendii,Townsend's Big-eared Bat,74205,preyedUponBy
58036,Estigmene acrea,Salt Marsh Moth,121612,eatenBy
58036,Apodemia mormo,Behr's Metalmark,119068,pollinatedBy
58036,Apodemia virgulti,Behr's Metalmark,119068,pollinatedBy
509352,Astereae,asters and allies,461542,eats
509352,Corethrogyne filaginifolia,California Aster,58014,eats
509352,Nicotiana,tobaccos,58335,eats
509352,Verbesina encelioides,cowpen daisy,79495,eats
81959,Foeniculum vulgare,fennel,53052,eats
81959,Pterella grisea,,1048057,eatenBy
81959,Hedychrum niemelai,,505206,eatenBy
81959,Cayratia japonica,Bushkiller,795186,pollinates
81959,Stenactis annua,annual fleabane,76897,pollinates
81959,Vitex,,126846,pollinates
81959,Curculionidae,True Weevils,48736,preysOn
81959,Sarcophagidae,Flesh Flies,52910,preyedUponBy
81959,Strophosoma capitatum,,496642,preyedUponBy
81959,Pissodes pini,,547712,preyedUponBy
69511,Cucurbita palmata,coyote melon,58139,eats
126208,Diospyros virginiana,American persimmon,83435,eats
126208,Malus,apples,54500,eats
126208,Prunus,"plums, cherries, and allies",47351,eats
126208,Pyrus,pears,58736,eats
126208,Amelanchier,serviceberries,49230,eats
126208,Juglans nigra,eastern black walnut,54504,eats
126208,Vaccinium,"blueberries, cranberries, and allies",48353,eats
126208,Viburnum,elder family,781703,eats
126208,Acer,maples,47727,eats
126208,Acer saccharum,sugar maple,52543,eats
126208,Alnus,alders,53352,eats
126208,Juglans regia,Persian walnut,63935,eats
126208,Persea americana,Avocado,62831,eats
126208,Lupinus,lupines,47121,eats
126208,Alnus incana,grey alder,75377,eats
126208,Tachinidae,Bristle Flies,51953,eatenBy
126208,Compsilura concinnata,European Tachinid Fly,467086,eatenBy
126208,Chetogena claripennis,,,eatenBy
126208,Corynorhinus townsendii,Townsend's Big-eared Bat,74205,preyedUponBy
59774,Tabanidae,Horse and Deer Flies,47821,eats
59774,Pachydiplax longipennis,Blue Dasher,59774,eats
59774,Cyanocitta cristata,Blue Jay,8229,eatenBy
59774,Progne subis,Purple Martin,11867,eatenBy
59774,Erythemis simplicicollis,Eastern Pondhawk,61495,eatenBy
59774,Butorides virescens,Green Heron,5020,eatenBy
59774,Anax junius,Common Green Darner,67731,eatenBy
59774,Tabanidae,Horse and Deer Flies,47821,preysOn
59774,Pachydiplax longipennis,Blue Dasher,59774,preysOn
59774,Salticidae,Jumping Spiders,48139,preyedUponBy
59774,Anax junius,Common Green Darner,67731,preyedUponBy
59774,Erythemis simplicicollis,Eastern Pondhawk,61495,preyedUponBy
59774,Piranga rubra,Summer Tanager,9915,preyedUponBy
59774,Triorla interrupta,,61658,preyedUponBy
59774,Araneae,Spiders,47118,preyedUponBy
59774,Peucetia viridans,Green Lynx Spider,126777,preyedUponBy
59774,Butorides virescens,Green Heron,5020,preyedUponBy
59774,Polistes,Umbrella Paper Wasps,52756,preyedUponBy
59774,Argiope,Garden Orbweavers,47552,preyedUponBy
59774,Pachydiplax longipennis,Blue Dasher,59774,preyedUponBy
59774,Asilinae,,326683,preyedUponBy
59774,Anolis carolinensis,Green Anole,36514,preyedUponBy
59774,Trichonephila clavipes,Golden Silk Spider,904336,preyedUponBy
59774,Coccinellidae,Lady Beetles,48486,preyedUponBy
57357,Amorpha,False Indigos,57357,eats
57357,Zerene cesonia,Southern Dogface,129362,eatenBy
57357,Strymon melinus,Gray Hairstreak,50931,eatenBy
57357,Leptotes marina,Marine Blue,59152,eatenBy
57357,Epargyreus clarus,Silver-spotted Skipper,81559,eatenBy
57357,Bombus bimaculatus,Two-spotted Bumble Bee,52779,eatenBy
57357,Apoidea,Bees and Apoid Wasps,47222,pollinatedBy
57357,Corynorhinus townsendii,Townsend's Big-eared Bat,74205,preyedUponBy
57357,Myotis lucifugus,Little Brown Bat,40346,preyedUponBy
52747,Senna rugosa,,826338,eats
52747,Calliephialtes ferrugineus,,,eatenBy
52747,Casinaria ambigua,,,eatenBy
52747,Melittobia chalybii,,,eatenBy
52747,Scutellaria lateriflora,side-flowering skullcap,79017,pollinates
52747,Sida spinosa,prickly fanpetals,79078,pollinates
52747,Seymeria,mullein foxglove,84972,pollinates
52747,Apis mellifera,Western Honey Bee,47219,pollinatedBy
52747,Lasioglossum,,57678,pollinatedBy
52747,Nonarthra cyanea,,559764,pollinatedBy
52747,Senna rugosa,,826338,preysOn
52747,Pselliopus barberi,Orange Assassin Bug,82026,preyedUponBy
52747,Vespa crabro,European Hornet,54327,preyedUponBy
79141,Solanum nigrum,black nightshade,79141,eats
79141,Halticoptera circulus,,264689,eatenBy
79141,http://treatment.plazi.org/id/D1C13BE33B863FCC24685EE925CDF5D5,,,eatenBy
79141,Chrysocharis pentheus,,967939,eatenBy
79141,Apoidea,Bees and Apoid Wasps,47222,pollinatedBy
79141,Lasioglossum,,57678,pollinatedBy
79141,Syritta bulbus,,692113,pollinatedBy
79141,Procavia capensis,Rock Hyrax,43086,preyedUponBy
79141,Equus,Equines,43329,preyedUponBy
79141,Papio anubis,Olive Baboon,74832,preyedUponBy
79141,Gazella thomsonii,Thomson's Gazelle,74321,preyedUponBy
79141,Gazella granti,Grant's Gazelle,74724,preyedUponBy
52091,Serinus,Eurasian Serins and Canaries,9227,eatenBy
52091,Lasiurus borealis,Eastern Red Bat,40522,preyedUponBy
121183,Myotis lucifugus,Little Brown Bat,40346,eatenBy
121183,Lasiurus borealis,Eastern Red Bat,40522,eatenBy
121183,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,74204,eatenBy
121183,Myotis lucifugus,Little Brown Bat,40346,preyedUponBy
121183,Lasiurus borealis,Eastern Red Bat,40522,preyedUponBy
121183,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,74204,preyedUponBy
64358,Apis mellifera,Western Honey Bee,47219,eatenBy
64358,Eristalis arbustorum,European Drone Fly,320786,eatenBy
85398,Picea abies,Norway spruce,63567,eats
157164,Pycnonotus barbatus,Common Bulbul,14588,eatenBy
157164,Mus minutoides,Tiny Pygmy Mouse,44716,eatenBy
157164,Cethosia cyane,Leopard Lacewing Butterfly,153470,eatenBy
349740,Baccharis salicifolia,mule fat,57913,eats
349740,Baccharis salicifolia salicifolia,mule fat,57913,eats
63878,Xylocopa sonorina,Valley Carpenter Bee,244216,eatenBy
67720,Larrea tridentata,creosote bush,68205,eats
67720,Rileya cecidomyiae,,264532,eatenBy
67720,Phyllobaenus atriplexus,,178480,preyedUponBy
606933,Lepidoptera,Butterflies and Moths,47157,eats
606933,Menemerus bivittatus,Gray Wall Jumping Spider,68062,eatenBy
606933,Lepidoptera,Butterflies and Moths,47157,preysOn
606933,Menemerus bivittatus,Gray Wall Jumping Spider,68062,preyedUponBy
980017,Insecta,Insects,47158,eats
980017,Magnoliopsida,dicots,47124,eats
980017,Animalia,Animals,1,eats
980017,Tracheophyta,vascular plants,211194,eats
980017,Hemiptera,"True Bugs, Hoppers, Aphids, and allies",47744,eats
980017,Orthoptera,"Grasshoppers, Crickets, and Katydids",47651,eats
980017,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",47201,eats
980017,Araneae,Spiders,47118,eats
980017,Coleoptera,Beetles,47208,eats
980017,Diptera,Flies,47822,eats
980017,Lepidoptera,Butterflies and Moths,47157,eats
980017,Auchenorrhyncha,True Hoppers,125816,eats
980017,Arachnida,Arachnids,47119,eats
980017,Malvaviscus arboreus,Turk's cap,120942,eats
980017,Prunus,"plums, cherries, and allies",47351,eats
980017,Rubus fraxinifolius,,543242,eats
980017,Schinus terebinthifolia,Brazilian pepper,130872,eats
980017,Smilax,greenbriers,60748,eats
980017,Solanum,nightshades,50641,eats
980017,Solanum americanum,American black nightshade,59035,eats
980017,Psidium cattleianum,strawberry-guava,278242,eats
980017,Syagrus romanzoffiana,Queen palm,79291,eats
980017,Frangula,False-Buckthorns,53424,eats
980017,Cecropia pachystachya,Pumpwood,126742,eats
980017,Morus alba,white mulberry,56090,eats
980017,Pouteria,,83117,eats
980017,Acrocomia aculeata,Macaw palm,244459,eats
980017,Prunus serotina,black cherry,54834,eats
980017,Chrysobalanus icaco,Cocoplum,160544,eats
980017,Phytolacca americana,American pokeweed,48599,eats
980017,Erythroxylum,coca trees,64339,eats
980017,Ligustrum japonicum,wax-leaf ligustrum,77739,eats
980017,Haemosporidian parasites,,,eatenBy
980017,Embothrium coccineum,Chilean fire bush,319327,pollinates
980017,Magnoliopsida,dicots,47124,pollinates
980017,Luzuriaga radicans,,705981,pollinates
980017,Insecta,Insects,47158,preysOn
980017,Pituophis catenifer,Gopher Snake,29044,preyedUponBy
980017,Tyrannus verticalis,Western Kingbird,16791,preyedUponBy
980017,Tyrannus,Kingbirds,16768,preyedUponBy
7120,Stratiomyidae,Soldier Flies,70127,eats
7120,Zea mays,Maize,48448,eats
7120,Syrphidae,Hover Flies,49995,eats
7120,Holomenopon,,390619,eatenBy
7120,Acidoproctus,,375334,eatenBy
7120,Eunectes notaeus,Yellow Anaconda,100714,preyedUponBy
605446,Ratibida columnifera,upright prairie coneflower,78836,eats
605446,Ortalis vetula,Plain Chachalaca,2090,eatenBy
605446,Chlosyne lacinia,Bordered Patch,68240,eatenBy
605446,Agapostemon texanus,Texas Striped Sweat Bee,133797,pollinates
605446,Apidae,"Honey Bees, Bumble Bees, and Allies",47221,pollinatedBy
605446,Thomisidae,Crab Spiders,47866,preyedUponBy
258813,Hylocichla mustelina,Wood Thrush,13270,eatenBy
258813,Empidonax virescens,Acadian Flycatcher,16638,eatenBy
479459,Ardea alba,Great Egret,144455,eatenBy
479459,Ardea alba,Great Egret,144455,preyedUponBy
858297,Aphis,,55215,eats
858297,Crataegus monogyna,common hawthorn,51147,eats
858297,Acyrthosiphon,,132883,eats
154750,Arion rufus,Chocolate Arion,84755,eatenBy
48111,Elateridae,Click Beetles,53248,eats
48111,Apis,Honey Bees,47220,eats
48111,Sayornis nigricans,Black Phoebe,17013,eatenBy
48111,Picoides pubescens,Downy Woodpecker,792988,eatenBy
48111,Sialia mexicana,Western Bluebird,12937,eatenBy
48111,Falco sparverius,American Kestrel,4665,eatenBy
48111,Sialia sialis,Eastern Bluebird,12942,eatenBy
48111,Bubulcus ibis,Cattle Egret,5017,eatenBy
48111,Crotophaga ani,Smooth-billed Ani,1971,eatenBy
48111,Tyrannus dominicensis,Gray Kingbird,16798,eatenBy
48111,Coccyzus,Coccyzus Cuckoos,1959,eatenBy
48111,Coccyzus americanus,Yellow-billed Cuckoo,1965,eatenBy
48111,Vireo,"Vireos, Shrike-Babblers, and Erpornis",17354,eatenBy
48111,Catherpes mexicanus,Canyon Wren,7464,eatenBy
48111,,Speargrass moth,974709,pollinatedBy
48111,Hylaeus,Masked Bees,127812,pollinatedBy
48111,Lasioglossum,,57678,pollinatedBy
48111,Tetralonia,,178907,pollinatedBy
48111,Apis mellifera,Western Honey Bee,47219,pollinatedBy
48111,Pseudovates chlorophaea,Texas Unicorn Mantis,745988,preysOn
48111,Lycorma delicatula,Spotted Lanternfly,324726,preyedUponBy
48111,Tenodera sinensis,Chinese Mantis,71034,preyedUponBy
48111,Salticus scenicus,Zebra Jumping Spider,68901,preyedUponBy
48111,Parasteatoda tepidariorum,Common House Spider,120583,preyedUponBy
128931,Vitis aestival,summer grape,128931,eats
128931,Erysiphe necator,Powdery mildew of grape,801144,eatenBy
128931,Plasmopara viticola,Grape Downy Mildew,383694,eatenBy
128931,Apoidea,Bees and Apoid Wasps,47222,pollinatedBy
55699,Vitis,grapevines,60773,eats
55699,Torymus,,250220,eatenBy
55699,Diapensia lapponica,Diapensia,144183,pollinates
55699,Aphidoidea,,52380,preysOn
83951,Solidago,goldenrods,48678,eats
83951,Verbesina alternifolia,wingstem,117442,eats
83951,Tyrannus tyrannus,Eastern Kingbird,16782,eatenBy
83951,Symphyotrichum cordifolium,Common Blue Wood Aster,153441,pollinates
83951,Dirca palustris,eastern leatherwood,50312,pollinates
83951,Chamaecrista fasciculata,partridge pea,127907,pollinates
83951,Apocynum cannabinum,hemp dogbane,58795,pollinates
83951,Achillea millefolium,Common Yarrow,52821,pollinates
83951,Fraxinus,ashes,54806,pollinates
83951,Aquilegia canadensis,red columbine,49868,pollinates
83951,Verbena hastata,blue vervain,60251,pollinates
83951,Justicia americana,American water-willow,51234,pollinates
83951,Saponaria officinalis,common soapwort,56154,pollinates
83951,Thymus capitatus,Spanish Oregano,905463,pollinates
83951,Dielis plumipes,Feather-legged Scoliid Wasp,893823,pollinatedBy
83951,Lepidoptera,Butterflies and Moths,47157,preysOn
83951,Philopedon plagiatum,,455997,preyedUponBy
49337,Pyrausta,Mint Moths,55659,eats
49337,Euderus,,376331,eats
49337,Apocrita,"Narrow-waisted Wasps, Ants, and Bees",124417,eats
49337,Orius,,203276,eats
49337,Aedes taeniorhynchus,Black Saltmarsh Mosquito,1112134,eats
49337,Automeris io,Io Moth,82279,eats
49337,Odonata,Dragonflies and Damselflies,47792,eats
49337,Chrysobothris,,133824,eats
49337,Melittobia chalybii,,,eats
49337,Chrysomelidae,Leaf Beetles,51146,eats
49337,Oliarus,,504410,eats
49337,Cecidomyiidae,Gall and Forest Midges,55699,eats
49337,Apidae,"Honey Bees, Bumble Bees, and Allies",47221,eats
49337,Arunta interclusa,mangrove cicada,208181,eats
49337,Staphylinidae,Rove Beetles,47951,eats
49337,Scaphytopius,,203279,eats
49337,Brachymyrmex,Rover Ants,68941,eats
49337,Syrphidae,Hover Flies,49995,eats
49337,Baryscapus uetzi,,265082,eatenBy
49337,Arachnoobius,,385989,eatenBy
49337,Pyrausta,Mint Moths,55659,preysOn
49337,Euderus,,376331,preysOn
49337,Apocrita,"Narrow-waisted Wasps, Ants, and Bees",124417,preysOn
49337,Orius,,203276,preysOn
49337,Aedes taeniorhynchus,Black Saltmarsh Mosquito,1112134,preysOn
49337,Automeris io,Io Moth,82279,preysOn
49337,Odonata,Dragonflies and Damselflies,47792,preysOn
49337,Chrysobothris,,133824,preysOn
49337,Melittobia chalybii,,,preysOn
49337,Chrysomelidae,Leaf Beetles,51146,preysOn
49337,Oliarus,,504410,preysOn
49337,Cecidomyiidae,Gall and Forest Midges,55699,preysOn
49337,Apidae,"Honey Bees, Bumble Bees, and Allies",47221,preysOn
49337,Arunta interclusa,mangrove cicada,208181,preysOn
49337,Staphylinidae,Rove Beetles,47951,preysOn
49337,Scaphytopius,,203279,preysOn
49337,Brachymyrmex,Rover Ants,68941,preysOn
49337,Syrphidae,Hover Flies,49995,preysOn
49337,Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,121821,preyedUponBy
58210,Sphinx chersis,Great Ash Sphinx,127169,pollinatedBy
58210,Manduca quinquemaculata,Five-spotted Hawk Moth,224420,pollinatedBy
58210,Hyles lineata,White-lined Sphinx,49348,pollinatedBy
469076,Salix,Willows,53453,eats
469076,Salix lasiolepis,Arroyo Willow,53452,eats
469076,Salix alba,white willow,54841,eats
64130,Ortilia liriope,,743413,eatenBy
334169,Salix purpurea,Purple Willow,54849,eats
334169,Chalcidoidea,Chalcidoid Wasps,69750,eatenBy
334169,Anaprostocetus acuminatus,,1083883,eatenBy
334169,Eurytoma flavimana,,1083667,eatenBy
164673,Acerophagus,,250166,eatenBy
164673,Tetramesa,,130265,eatenBy
61157,Achillea millefolium,Common Yarrow,52821,eats
61157,Cichorieae,,359450,eats
61157,Cirsium occidentale,Cobwebby Thistle,52621,eats
61157,Clarkia,,47789,eats
61157,Asclepias fascicularis,narrowleaf milkweed,56851,eats
61157,Eriophyllum,Woolly sunflowers,53396,eats
61157,Frangula californica,coffeeberry,53423,eats
61157,Eriophyllum confertiflorum,Golden Yarrow,53395,eats
61157,Asclepias,milkweeds,47906,eats
61157,Eriogonum nudum,Naked Buckwheat,53046,eats
61157,Asteroideae,,632790,eats
61157,Iris,Irises,47780,eats
61157,Eschscholzia californica,California poppy,48225,eats
61157,Lupinus,lupines,47121,eats
61157,Convolvulus,bindweeds,53022,eats
61157,Achillea,yarrows,52818,eats
61157,Ranunculus californicus,California buttercup,52173,eats
61157,Gilia capitata,bluehead gilia,57793,eats
61157,Calystegia purpurata,Pacific False Bindweed,61319,eats
61157,Solanum,nightshades,50641,eats
61157,Solanum xanti,purple nightshade,79146,eats
61157,Monardella villosa,Coyote Mint,52181,eats
61157,Dendromecon rigida,Bush Poppy,58224,eats
61157,Asteraceae,"sunflowers, daisies, asters, and allies",47604,eats
61157,Cichorioideae,"chicories, dandelions, and allies",447425,eats
61157,Cistus,Shrubby Rock-roses,64322,eats
61157,Convolvulaceae,bindweed family,52345,eats
61157,Eriogonum,wild buckwheats,48939,eats
61157,Apiomerus californicus,California Bee Assassin,244845,eatenBy
61157,Rubus deliciosus,Rocky Mountain raspberry,168041,pollinates
61157,Miridae,Plant Bugs,53505,pollinatedBy
61157,Apiomerus californicus,California Bee Assassin,244845,preyedUponBy
55786,Pleioblastus linearis,,954740,eats
55786,Stagmomantis californica,California Mantis,82008,eatenBy
55786,Ipomopsis,Ipomopsises,52137,pollinates
55786,Stagmomantis californica,California Mantis,82008,preyedUponBy
244996,Pastinaca sativa,wild parsnip,59778,eats
244996,Brachyscome,,323538,pollinates
52484,Ceanothus,,49674,eats
52484,Lobularia maritima,sweet alyssum,56992,eats
52484,Melilotus albus,White Sweetclover,58907,eats
52484,Echium candicans,Pride of Madeira,57723,eats
52484,Toxicodendron diversilobum,Pacific poison oak,51080,eats
52484,Rubus ursinus,trailing blackberry,53445,eats
52484,Rosaceae,rose family,47148,eats
52484,Vicia,Vetches,52472,eats
52484,Trifolium repens,white clover,55745,eats
52484,Lathyrus latifolius,broad-leaved sweet pea,61009,eats
52484,Salix,Willows,53453,eats
52484,Apiaceae,carrot family,48699,eats
52484,Heteromeles arbutifolia,Toyon,53405,eats
52484,Convolvulus,bindweeds,53022,eats
52484,Pelargonium,geraniums and storksbills,72281,eats
52484,Frangula californica,coffeeberry,53423,eats
52484,Raphanus sativus,wild radish,55410,eats
52484,Wisteria,wisterias,51267,eats
52484,Erigeron glaucus,seaside daisy,50878,eats
52484,Brassica nigra,Black Mustard,53112,eats
52484,Barbarea orthoceras,American yellowrocket,52976,eats
52484,Brassicaceae,mustard family,47204,eats
52484,Ribes sanguineum,Red-flowering Currant,53435,eats
52484,Achillea millefolium,Common Yarrow,52821,eats
52484,Eriogonum,wild buckwheats,48939,eats
52484,Sceloporus occidentalis,Western Fence Lizard,36204,eatenBy
311630,Achillea,yarrows,52818,eats
311630,Heteromeles arbutifolia,Toyon,53405,eats
311630,Adenostoma fasciculatum,chamise,47146,eats
62045,Daucus carota,wild carrot,76610,eats
62045,Pycnanthemum muticum,Clustered Mountainmint,126768,eats
62045,Asclepias fascicularis,narrowleaf milkweed,56851,eats
62045,Apis mellifera,Western Honey Bee,47219,eats
62045,Asclepias syriaca,common milkweed,47911,eats
62045,Bellis perennis,common daisy,55563,eats
62045,Asclepias linaria,pineneedle milkweed,62295,eats
62045,Asclepias,milkweeds,47906,eats
62045,Eriogonum elongatum,Long-stemmed Buckwheat,58271,eats
62045,Steatoda nobilis,Noble False Widow,366894,eatenBy
62045,Asclepias uncialis,Wheel milkweed,126674,pollinates
62045,Apis mellifera,Western Honey Bee,47219,preysOn
62045,Steatoda nobilis,Noble False Widow,366894,preyedUponBy
269854,Lupinus,lupines,47121,eats
269854,Eriogonum fasciculatum,California buckwheat,54999,eats
269854,Apiomerus californicus,California Bee Assassin,244845,eatenBy
269854,Apiomerus californicus,California Bee Assassin,244845,preyedUponBy
209840,Artemisia californica,California sagebrush,53357,eats
209840,Vireo olivaceus,Red-eyed Vireo,891704,eatenBy
124020,Helianthemum,Jerusalem artichoke,122970,eats
124020,Dinarmus,,250134,eatenBy
124020,Elasmus masii,,663785,eatenBy
124020,Hockeria,,250165,eatenBy
51558,Eriophyllum confertiflorum,Golden Yarrow,53395,eats
51558,Triorla interrupta,,61658,eatenBy
51558,Anolis carolinensis,Green Anole,36514,eatenBy
51558,Insecta,Insects,47158,pollinatedBy
51558,Misumena vatia,Goldenrod Crab Spider,55746,preyedUponBy
16598,Rubus,brambles,47544,eats
16598,Magnoliopsida,dicots,47124,eats
16598,Insecta,Insects,47158,eats
16598,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",47201,eats
16598,Lepidoptera,Butterflies and Moths,47157,eats
16598,Coleoptera,Beetles,47208,eats
16598,Coccinellidae,Lady Beetles,48486,eats
16598,Sambucus,elders,52689,eats
16598,Diptera,Flies,47822,eats
16598,Hemiptera,"True Bugs, Hoppers, Aphids, and allies",47744,eats
16598,Ricinus marginatus,,330595,eatenBy
16598,Lon melane,Umber Skipper,1081332,preysOn
16079,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",47201,eats
16079,Lepidoptera,Butterflies and Moths,47157,eats
16079,Ichneumonidae,Ichneumonid Wasps,47199,eats
16079,Curculionidae,True Weevils,48736,eats
16079,Calliphoridae,Blow Flies,61860,eats
16079,Coleoptera,Beetles,47208,eats
16079,Rhopalidae,Scentless Plant Bugs,53225,eats
16079,Bombus,Bumble Bees,52775,eats
16079,Cicadellidae,Typical Leafhoppers,53237,eats
16079,Vespidae,"Hornets, Paper Wasps, Potter Wasps, and Allies",52747,eats
16079,Cerambycidae,Longhorn Beetles,47961,eats
16079,Cercopidae,Froghoppers,61863,eats
16079,Buprestidae,Metallic Wood-boring Beetles,54964,eats
16079,Trichoptera,Caddisflies,62164,eats
16079,Muscidae,House Flies and Allies,70144,eats
16079,Syrphidae,Hover Flies,49995,eats
16079,Nabidae,Damsel Bugs,129878,eats
16079,Braconidae,Braconid Wasps,63187,eats
16079,Nymphalidae,Brush-footed Butterflies,47922,eats
16079,Scarabaeidae,Scarabs,48201,eats
16079,Diptera,Flies,47822,eats
16079,Auchenorrhyncha,True Hoppers,125816,eats
16079,Hemiptera,"True Bugs, Hoppers, Aphids, and allies",47744,eats
16079,Neuroptera,"Antlions, Lacewings, and Allies",48763,eats
16079,Heteroptera,True Bugs,61267,eats
16079,Sarcophagidae,Flesh Flies,52910,eats
16079,Brachycera,Brachyceran Flies,48091,eats
16079,Chrysomelidae,Leaf Beetles,51146,eats
16079,Tabanidae,Horse and Deer Flies,47821,eats
16079,Geometridae,Geometer Moths,49530,eats
16079,Arthropoda,Arthropods,47120,eats
16079,Blapstinus,,173324,eats
16079,Cycloneda sanguinea,Spotless Lady Beetle,124431,eats
16079,Hippodamia convergens,Convergent Lady Beetle,48987,eats
16079,Magnoliopsida,dicots,47124,eats
16079,Coccinella novemnotata,Nine-spotted Lady Beetle,136563,eats
16079,Coccinella californica,California Lady Beetle,128712,eats
16079,Chrysops,,49703,eats
16079,Insecta,Insects,47158,eats
16079,Apocrita,"Narrow-waisted Wasps, Ants, and Bees",124417,eats
16079,Elateridae,Click Beetles,53248,eats
16079,Araneae,Spiders,47118,eats
16079,Carabidae,Ground Beetles,49567,eats
16079,Coccinellidae,Lady Beetles,48486,eats
16079,Ephemeroptera,Mayflies,48011,eats
16079,Anisoptera,Dragonflies,47927,eats
16079,Hesperiidae,Skippers,47653,eats
16079,Apoidea,Bees and Apoid Wasps,47222,eats
16079,Accipiter striatus,Sharp-shinned Hawk,5097,eatenBy
16079,Accipiter cooperii,Cooper's Hawk,5112,eatenBy
367562,Sambucus cerulea,blue elder,143799,eats
367562,Platanus racemosa,western sycamore,58231,eats
367562,Virentes,live oaks,861035,eats
77119,Streptopelia chinensis,Spotted Dove,144549,eatenBy
77119,,Speargrass moth,974709,pollinatedBy
77119,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",47201,pollinatedBy
77119,Apis mellifera,Western Honey Bee,47219,pollinatedBy
77119,Pompilidae,Spider Wasps,54028,pollinatedBy
77119,Vespidae,"Hornets, Paper Wasps, Potter Wasps, and Allies",52747,pollinatedBy
77119,Eucerini,Longhorn Bees,121514,pollinatedBy
77119,Phytomia incisa,,683768,pollinatedBy
79058,Eurema smilax,Small Grass-yellow,355178,eatenBy
79058,Jalmenus aridus,Inland Hairstreak,460996,eatenBy
79058,Jalmenus icilius,Amethyst Hairstreak,424706,eatenBy
552449,Ileostylus micranthus,Green mistletoe,402778,eatenBy
77361,Vanessa virginiensis,American Lady,48549,eatenBy
125845,Turdus merula,Eurasian Blackbird,12716,eats
125845,Ileostylus micranthus,Green mistletoe,402778,eatenBy
82087,Stephanomeria virgata,rod wirelettuce,56985,eats
82087,Sisyrinchium angustifolium,narrow-leaved blue-eyed grass,49916,pollinates
82087,Erythroxylum,coca trees,64339,pollinates
82087,Thymus capitatus,Spanish Oregano,905463,pollinates
82087,Convolvulus arvensis,field bindweed,53021,pollinates
82087,Argyranthemum tenerifae,Tenerife Daisy,559063,pollinates
424821,Brassicaceae,mustard family,47204,eats
424821,Delairea odorata,Cape-ivy,53208,eats
127812,Achillea,yarrows,52818,eats
127812,Coelopencyrtus,,387761,eatenBy
127812,Sida spinosa,prickly fanpetals,79078,pollinates
127812,Viola pedatifida,Prairie Violet,170255,pollinates
127812,Aesculus glabra,Ohio buckeye,67790,pollinates
127812,Chamaecrista fasciculata,partridge pea,127907,pollinates
127812,Cucurbita pepo,American pumpkin,76541,pollinates
127812,Pycnanthemum pilosum,hairy mountainmint,153907,pollinates
127812,Solidago missouriensis,Missouri goldenrod,130378,pollinates
127812,Lindernia dubia,Yellowseed False Pimpernel,77779,pollinates
127812,Galium trifidum,three-petal bedstraw,77216,pollinates
127812,Viola cucullata,marsh blue violet,128040,pollinates
127812,Zea mays,Maize,48448,pollinates
127812,Datura,devil's trumpets,48943,pollinates
127812,Galium boreale,Northern Bedstraw,77188,pollinates
127812,Geranium caespitosum,pinewoods geranium,163256,pollinates
127812,Rubus deliciosus,Rocky Mountain raspberry,168041,pollinates
127812,Apocynum androsaemifolium,spreading dogbane,47359,pollinates
127812,Chamerion angustifolium,fireweed,564969,pollinates
127812,Monarda fistulosa,wild bergamot,85320,pollinates
127812,Sympetrum,Meadowhawks,51556,preyedUponBy
127812,Aeshnidae,Darners,51469,preyedUponBy
127812,Anisoptera,Dragonflies,47927,preyedUponBy
127812,Araneus diadematus,Cross Orbweaver,52628,preyedUponBy
127812,Larinioides cornutus,Furrow Orbweaver,126513,preyedUponBy
127812,Pisaura mirabilis,European Nursery Web spider,55787,preyedUponBy
127812,Emberiza schoeniclus,Reed Bunting,9201,preyedUponBy
127812,Libellula,Chasers and King Skimmers,47818,preyedUponBy
127812,Aeshna,Hawkers and Typical Darners,52520,preyedUponBy
127812,Efferia aestuans,,61607,preyedUponBy
49707,Cerceris rybyensis,Ornate-tailed Digger Wasp,127794,eats
49707,Thomisidae,Crab Spiders,47866,eatenBy
49707,Cypripedium candidum,small white lady's-slipper,55628,pollinates
49707,Halictus,Furrow Bees,57677,pollinatedBy
49707,Megachile,"Leafcutter, Mortar, and Resin Bees",52784,pollinatedBy
49707,Sphecidae,Thread-waisted Wasps,48742,pollinatedBy
49707,Lasioglossum,,57678,pollinatedBy
49707,Cerceris rybyensis,Ornate-tailed Digger Wasp,127794,preysOn
49707,Philanthus bilunatus,Two Moons Beewolf,367253,preyedUponBy
49707,Zelus tetracanthus,Four-spurred Assassin Bug,334038,preyedUponBy
49707,Philanthus politus,,469503,preyedUponBy
133791,Asclepias curassavica,tropical milkweed,75602,eats
133791,Ampelopsis arborea,peppervine,551846,eats
133791,Heterotheca subaxillaris,Camphorweed,77398,eats
133791,Elasmus polistis,,949360,eatenBy
133791,Danaus plexippus,Monarch,48662,preysOn
