id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count
3305811,60295,Dallis grass,Paspalum dilatatum,heathercazes,https://inaturalist-open-data.s3.amazonaws.com/photos/3820736/medium.jpg,species,60304,47126|211194|47163|47162|47434|60304|60295,1,1
81371849,130899,,Menispermum,carinamh,https://inaturalist-open-data.s3.amazonaws.com/photos/133460440/medium.jpg,genus,62992,47126|211194|47124|48232|62992|130899,1,1
1561197,129423,Pale Green Assassin Bug,Zelus luridus,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/1932863/medium.jpg,species,129424,1|47120|47158|47744|48959|129424|129423,1,1
3305803,82816,common blue violet,Viola sororia,heathercazes,https://inaturalist-open-data.s3.amazonaws.com/photos/3820732/medium.jpg,species,50829,47126|211194|47124|51820|50828|50829|82816,1,1
13117327,60417,Tiger Crane Flies,Nephrotoma,celestinec1,https://inaturalist-open-data.s3.amazonaws.com/photos/19120516/medium.jpg,genus,51225,1|47120|47158|47822|51225|60417,1,1
64974414,130871,bloodleaves,Iresine,nikkirosenblatt,https://inaturalist-open-data.s3.amazonaws.com/photos/104537734/medium.jpg,genus,52327,47126|211194|47124|47366|52327|130871,1,1
48194305,129763,Mites,Acariformes,connorippolito,https://static.inaturalist.org/photos/76456984/medium.jpg,superorder,47119,1|47120|47119|129763,1,1
3316269,75501,greater burdock,Arctium lappa,sarahb5,https://inaturalist-open-data.s3.amazonaws.com/photos/3832272/medium.JPG,species,59571,47126|211194|47124|47605|47604|59571|75501,1,1
6456552,60748,greenbriers,Smilax,evand1,https://inaturalist-open-data.s3.amazonaws.com/photos/8160745/medium.jpg,genus,60747,47126|211194|47163|47329|60747|60748,1,1
48040049,60782,deer mushroom,Pluteus cervinus,maggiecass18,https://inaturalist-open-data.s3.amazonaws.com/photos/76204926/medium.jpg,species,60783,47170|47169|50814|47167|48420|60783|60782,1,1
48204697,127187,,Securigera,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76476136/medium.jpg,genus,47122,47126|211194|47124|47123|47122|127187,1,2
1556457,127186,purple crownvetch,Securigera varia,sabrinak1,https://inaturalist-open-data.s3.amazonaws.com/photos/1926951/medium.jpg,species,127187,47126|211194|47124|47123|47122|127187|127186,1,1
6432291,83740,Trombidiform Mites,Trombidiformes,zackk1,https://static.inaturalist.org/photos/8123082/medium.jpg,order,47119,1|47120|47119|83740,1,6
26056718,69430,Candleflame Lichen,Candelaria concolor,anisha1,https://inaturalist-open-data.s3.amazonaws.com/photos/40426572/medium.jpg,species,69468,47170|48250|54743|152550|69475|69468|69430,1,1
48253613,126393,Cannonball Jelly,Stomolophus meleagris,brianb4,https://inaturalist-open-data.s3.amazonaws.com/photos/76554626/medium.jpg,species,126395,1|47534|48332|69831|126394|126395|126393,1,1
1556350,81545,Common Earthworm,Lumbricus terrestris,yesilc2,https://inaturalist-open-data.s3.amazonaws.com/photos/1926862/medium.jpg,species,81547,1|47491|63089|69755|69758|81547|81545,1,1
48250940,126368,bristly buttercup,Ranunculus hispidus,casey_z,https://inaturalist-open-data.s3.amazonaws.com/photos/76550050/medium.jpg,species,48230,47126|211194|47124|48232|48231|48230|126368,1,1
81644406,125629,Diurnal Fireflies,Ellychnia,dylan_v,https://static.inaturalist.org/photos/133924821/medium.jpg,genus,47731,1|47120|47158|47208|47731|125629,1,1
3318893,80151,yard knotweed,Polygonum aviculare aviculare,navneethp2,https://inaturalist-open-data.s3.amazonaws.com/photos/3834332/medium.jpg,subspecies,78678,47126|211194|47124|47366|48382|48972|78678|80151,1,1
48184330,119269,post oak,Quercus stellata,emmagarbowitz17,https://inaturalist-open-data.s3.amazonaws.com/photos/76439366/medium.jpg,species,47851,47126|211194|47124|47853|47852|47851|119269,1,1
48202866,69369,,Myrmica,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76472797/medium.jpg,genus,47336,1|47120|47158|47201|47336|69369,1,1
48188509,7998,Crows and Ravens,Corvus,jamespurcell,https://inaturalist-open-data.s3.amazonaws.com/photos/76446441/medium.jpg,genus,7823,1|2|3|7251|7823|7998,1,3
1556163,119170,Oak Bush-cricket,Meconema thalassinum,erics5,https://inaturalist-open-data.s3.amazonaws.com/photos/1926679/medium.jpg,species,119171,1|47120|47158|47651|48124|119171|119170,1,1
47668589,122381,Eastern Tailed-Blue,Cupido comyntas,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/75611399/medium.jpg,species,122380,1|47120|47158|47157|47923|122380|122381,1,1
3307485,122672,,Plagiomnium,elianascobey,https://inaturalist-open-data.s3.amazonaws.com/photos/3822557/medium.jpg,genus,49393,47126|311249|48372|49392|49393|122672,1,1
48305440,792988,Downy Woodpecker,Dryobates pubescens,jdcazes,https://inaturalist-open-data.s3.amazonaws.com/photos/76640049/medium.jpeg,species,792976,1|2|3|17550|17599|792976|792988,1,1
26900364,122970,Jerusalem artichoke,Helianthus tuberosus,zenak1,https://inaturalist-open-data.s3.amazonaws.com/photos/41799095/medium.jpeg,species,56955,47126|211194|47124|47605|47604|56955|122970,1,1
3298382,791928,scarlet pimpernel,Lysimachia arvensis,aleckranyak123,https://inaturalist-open-data.s3.amazonaws.com/photos/3812121/medium.jpg,species,48063,47126|211194|47124|47181|48064|48063|791928,1,1
3315481,78820,bulbous buttercup,Ranunculus bulbosus,mfoley614,https://inaturalist-open-data.s3.amazonaws.com/photos/3831427/medium.JPG,species,48230,47126|211194|47124|48232|48231|48230|78820,1,1
47999810,123159,Paperwhite,Narcissus papyraceus,benjaminf2,https://inaturalist-open-data.s3.amazonaws.com/photos/76142792/medium.jpg,species,53597,47126|211194|47163|47218|55849|53597|123159,1,1
48193937,69143,Myrmicine Ants,Myrmicinae,connorippolito,https://static.inaturalist.org/photos/76456371/medium.jpg,subfamily,47336,1|47120|47158|47201|47336|69143,1,1
81589424,6912,"Ducks, Geese, and Swans",Anatidae,anthonyd22,https://inaturalist-open-data.s3.amazonaws.com/photos/133833473/medium.jpg,family,6888,1|2|3|6888|6912,1,30
26321566,77835,Japanese honeysuckle,Lonicera japonica,angelap1,https://inaturalist-open-data.s3.amazonaws.com/photos/40864416/medium.jpg,species,51874,47126|211194|47124|48526|48527|51874|77835,1,1
47532217,81923,Brown Marmorated Stink Bug,Halyomorpha halys,betty165,https://inaturalist-open-data.s3.amazonaws.com/photos/75389544/medium.jpg,species,81924,1|47120|47158|47744|47742|81924|81923,1,1
48174445,67662,Soil Centipedes,Geophilomorpha,antonio641,https://inaturalist-open-data.s3.amazonaws.com/photos/76423508/medium.jpg,order,49556,1|47120|49556|67662,1,1
65928155,67808,Canada goldenrod,Solidago canadensis,emilyfinnegan8,https://inaturalist-open-data.s3.amazonaws.com/photos/106193964/medium.jpg,species,48678,47126|211194|47124|47605|47604|48678|67808,1,1
13120247,82110,Allegheny blackberry,Rubus allegheniensis,kathleen91,https://inaturalist-open-data.s3.amazonaws.com/photos/19123459/medium.jpeg,species,47544,47126|211194|47124|47132|47148|47544|82110,1,1
13187707,67858,,Hypnales,olivia122,https://inaturalist-open-data.s3.amazonaws.com/photos/19276379/medium.jpg,order,48372,47126|311249|48372|67858,1,3
81451664,126767,,Plutella,nickyg09,https://static.inaturalist.org/photos/133601196/medium.png,genus,126766,1|47120|47158|47157|126766|126767,1,1
6456568,122222,,Condylostylus,evand1,https://inaturalist-open-data.s3.amazonaws.com/photos/8160782/medium.jpg,genus,68020,1|47120|47158|47822|68020|122222,1,1
48027156,68052,fox sedge,Carex vulpinoidea,aliyahschwartz,https://inaturalist-open-data.s3.amazonaws.com/photos/76184575/medium.jpg,species,48571,47126|211194|47163|47162|47161|48571|68052,1,1
47908220,11901,Barn Swallow,Hirundo rustica,anish11,https://inaturalist-open-data.s3.amazonaws.com/photos/75995064/medium.jpg,species,11880,1|2|3|7251|11853|11880|11901,1,1
48239265,11935,Tree Swallow,Tachycineta bicolor,ryanchetchy,https://inaturalist-open-data.s3.amazonaws.com/photos/76531707/medium.jpg,species,11925,1|2|3|7251|11853|11925|11935,1,1
81192986,81839,Tan Jumping Spider,Platycryptus undatus,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/133149618/medium.jpeg,species,81840,1|47120|47119|47118|48139|81840|81839,1,1
47867080,119115,Blue Blowfly,Calliphora vicina,sydneyferst,https://inaturalist-open-data.s3.amazonaws.com/photos/75930456/medium.jpg,species,70152,1|47120|47158|47822|61860|70152|119115,1,1
48142955,119151,Wine-cap Stropharia,Stropharia rugosoannulata,patrickeatsflowers,https://inaturalist-open-data.s3.amazonaws.com/photos/76372627/medium.jpg,species,53283,47170|47169|50814|47167|48768|53283|119151,1,1
6445449,68912,Woodlouse Spider,Dysdera crocata,jmamp,https://inaturalist-open-data.s3.amazonaws.com/photos/8143827/medium.jpg,species,69201,1|47120|47119|47118|69200|69201|68912,1,1
48040320,68931,Collared Ants,Aphaenogaster,maggiecass18,https://inaturalist-open-data.s3.amazonaws.com/photos/76205396/medium.jpg,genus,47336,1|47120|47158|47201|47336|68931,1,1
48186264,81597,dwarf cinquefoil,Potentilla canadensis,emmagarbowitz17,https://inaturalist-open-data.s3.amazonaws.com/photos/76442711/medium.jpg,species,53186,47126|211194|47124|47132|47148|53186|81597,1,1
48143617,161763,Chinese-pink,Dianthus chinensis,jasmine_lee,https://inaturalist-open-data.s3.amazonaws.com/photos/76373614/medium.jpg,species,60001,47126|211194|47124|47366|48567|60001|161763,1,1
26407620,59094,deergrass,Muhlenbergia rigens,ashithaa1,https://inaturalist-open-data.s3.amazonaws.com/photos/41001464/medium.jpg,species,59096,47126|211194|47163|47162|47434|59096|59094,1,1
81645403,133369,Hinoki cypress,Chamaecyparis obtusa,fweber3,https://inaturalist-open-data.s3.amazonaws.com/photos/133926884/medium.jpg,species,69757,47126|211194|136329|47375|47374|69757|133369,1,1
13338240,133387,heath family,Ericaceae,neilsabu,https://inaturalist-open-data.s3.amazonaws.com/photos/19544308/medium.jpeg,family,47181,47126|211194|47124|47181|133387,1,18
48002571,918917,,Mentheae,benjaminf2,https://inaturalist-open-data.s3.amazonaws.com/photos/76146468/medium.jpg,tribe,48623,47126|211194|47124|48151|48623|918917,1,1
48203616,103498,Fragile Forktail,Ischnura posita,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76474061/medium.jpg,species,52054,1|47120|47158|47792|47925|52054|103498,1,1
48259592,119994,Eastern Yellowjacket,Vespula maculifrons,ajsirota,https://inaturalist-open-data.s3.amazonaws.com/photos/76564491/medium.jpg,species,61356,1|47120|47158|47201|52747|61356|119994,1,1
1582859,10373,Brown-headed Cowbird,Molothrus ater,blancam1,https://inaturalist-open-data.s3.amazonaws.com/photos/1953914/medium.JPG,species,10368,1|2|3|7251|11989|10368|10373,1,1
1556291,154329,Cedar Beetle,Sandalus niger,retnies123,https://inaturalist-open-data.s3.amazonaws.com/photos/1926798/medium.jpg,species,154332,1|47120|47158|47208|154331|154332|154329,1,1
3298372,931956,,Lasius,antonr,https://inaturalist-open-data.s3.amazonaws.com/photos/3812109/medium.jpeg,subgenus,69086,1|47120|47158|47201|47336|69086|931956,1,1
81518616,120157,,Musca,kimt315,https://inaturalist-open-data.s3.amazonaws.com/photos/133719994/medium.jpg,genus,70144,1|47120|47158|47822|70144|120157,1,3
26056818,154213,Oriental Cockroach,Blatta orientalis,anisha1,https://inaturalist-open-data.s3.amazonaws.com/photos/40426710/medium.jpg,species,154214,1|47120|47158|81769|82232|154214|154213,1,1
81597806,9135,Chipping Sparrow,Spizella passerina,carolinem3,https://static.inaturalist.org/photos/133845666/medium.jpg,species,9132,1|2|3|7251|559248|9132|9135,1,1
81514756,54857,common hackberry,Celtis occidentalis,kimt315,https://inaturalist-open-data.s3.amazonaws.com/photos/133713079/medium.jpg,species,54858,47126|211194|47124|47132|53781|54858|54857,1,1
48151853,55844,lesser periwinkle,Vinca minor,matthewc6,https://inaturalist-open-data.s3.amazonaws.com/photos/76386805/medium.jpg,species,53327,47126|211194|47124|47363|47362|53327|55844,1,1
1582811,153622,Variegated Ground Spider,Sergiolus capulatus,blancam1,https://inaturalist-open-data.s3.amazonaws.com/photos/1953856/medium.JPG,species,153635,1|47120|47119|47118|50168|153635|153622,1,1
48173933,55851,red deadnettle,Lamium purpureum,katyanna,https://inaturalist-open-data.s3.amazonaws.com/photos/76422548/medium.jpeg,species,55460,47126|211194|47124|48151|48623|55460|55851,1,1
81641798,55884,Dog-rose,Rosa canina,juliaiscience,https://inaturalist-open-data.s3.amazonaws.com/photos/133920596/medium.jpg,species,53438,47126|211194|47124|47132|47148|53438|55884,1,1
3307879,120474,Typical Spiders,Araneomorphae,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/3822826/medium.jpeg,suborder,47118,1|47120|47119|47118|120474,1,1
81658816,1097013,,Schizomantodea,moosty123,https://inaturalist-open-data.s3.amazonaws.com/photos/133952671/medium.jpg,infraorder,48112,1|47120|47158|48112|1097013,1,1
81644424,56058,,Leucanthemum,dylan_v,https://static.inaturalist.org/photos/133924877/medium.jpg,genus,47604,47126|211194|47124|47605|47604|56058,1,1
6456618,155185,Flea Beetles,Alticini,zackk1,https://static.inaturalist.org/photos/8160873/medium.jpg,tribe,51146,1|47120|47158|47208|51146|155185,1,1
13355554,54856,"lindens, basswoods, and lime trees",Tilia,jvayal111,https://inaturalist-open-data.s3.amazonaws.com/photos/19576092/medium.jpg,genus,48797,47126|211194|47124|48796|48797|54856,1,4
1571814,120557,prairie dropseed,Sporobolus heterolepis,kylew3,https://inaturalist-open-data.s3.amazonaws.com/photos/1945066/medium.jpg,species,51826,47126|211194|47163|47162|47434|51826|120557,1,1
26323540,54491,common hazel,Corylus avellana,bschatz01,https://inaturalist-open-data.s3.amazonaws.com/photos/40867357/medium.jpg,species,53373,47126|211194|47124|47853|49155|53373|54491,1,1
1610617,101053,banded killifish,Fundulus diaphanus,mattolive,https://inaturalist-open-data.s3.amazonaws.com/photos/1979920/medium.jpg,species,58648,1|2|47178|49333|58647|58648|101053,1,1
3315818,160682,bell-flowered clematis,Clematis campaniflora,darvinmathew,http://static.inaturalist.org/photos/3831666/medium.jpg,species,49877,47126|211194|47124|48232|48231|49877|160682,1,1
48203359,53912,Typical Carps,Cyprinus,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76473601/medium.jpg,genus,49609,1|2|47178|49216|49609|53912,1,3
81480886,160059,long-stalked sedge,Carex pedunculata,aryan_patel,https://static.inaturalist.org/photos/133651739/medium.jpeg,species,48571,47126|211194|47163|47162|47161|48571|160059,1,1
26121508,75553,Thyme-leaved Sandwort,Arenaria serpyllifolia,mariamalex25,https://inaturalist-open-data.s3.amazonaws.com/photos/40531046/medium.jpeg,species,71982,47126|211194|47124|47366|48567|71982|75553,1,1
6445393,54134,turkey-tail,Trametes versicolor,aleyah,https://inaturalist-open-data.s3.amazonaws.com/photos/8143709/medium.jpg,species,47378,47170|47169|50814|47380|47379|47378|54134,1,1
25938297,54262,firs,Abies,arielleclarke,https://static.inaturalist.org/photos/40233150/medium.jpg,genus,47562,47126|211194|136329|47375|47562|54262,1,1
48247383,54570,mints,Mentha,connorippolito,https://static.inaturalist.org/photos/76546655/medium.jpg,genus,48623,47126|211194|47124|48151|48623|54570,1,1
3307421,54806,ashes,Fraxinus,naturalist1596,http://static.inaturalist.org/photos/3822456/medium.jpg,genus,47733,47126|211194|47124|48151|47733|54806,1,1
26418263,54573,splitgill mushroom,Schizophyllum commune,priyanka13,https://inaturalist-open-data.s3.amazonaws.com/photos/41020281/medium.jpg,species,54575,47170|47169|50814|47167|54574|54575|54573,1,1
48145106,1018173,,Syringa komarowii,sarahb2449,https://inaturalist-open-data.s3.amazonaws.com/photos/76376457/medium.jpg,species,47732,47126|211194|47124|48151|47733|47732|1018173,1,1
3298310,159414,Ethiopian Rape,Brassica carinata,alexadrapkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3812024/medium.jpg,species,53113,47126|211194|47124|71275|47204|53113|159414,1,1
1582740,54763,Norway maple,Acer platanoides,blancam1,https://inaturalist-open-data.s3.amazonaws.com/photos/1953775/medium.JPG,species,47727,47126|211194|47124|47729|58321|47727|54763,1,1
48025644,75903,Smooth Brome,Bromus inermis,aliyahschwartz,https://inaturalist-open-data.s3.amazonaws.com/photos/76181779/medium.jpg,species,52701,47126|211194|47163|47162|47434|52701|75903,1,1
48261982,72281,geraniums and storksbills,Pelargonium,brianb4,https://inaturalist-open-data.s3.amazonaws.com/photos/76568207/medium.jpg,genus,47689,47126|211194|47124|47690|47689|72281,1,1
26057034,54781,bur oak,Quercus macrocarpa,caroline289,https://inaturalist-open-data.s3.amazonaws.com/photos/40427097/medium.jpg,species,47851,47126|211194|47124|47853|47852|47851|54781,1,1
48160758,56089,Locust Trees,Robinia,ryanchetchy,https://inaturalist-open-data.s3.amazonaws.com/photos/76401905/medium.jpg,genus,47122,47126|211194|47124|47123|47122|56089,1,1
26900365,56090,white mulberry,Morus alba,zenak1,https://inaturalist-open-data.s3.amazonaws.com/photos/41799097/medium.jpg,species,56091,47126|211194|47124|47132|50998|56091|56090,1,1
48183211,906,Wild Turkey,Meleagris gallopavo,samanthaw6,https://inaturalist-open-data.s3.amazonaws.com/photos/76437427/medium.jpeg,species,905,1|2|3|573|574|905|906,1,1
48178520,85034,Spotted Orbweaver,Neoscona crucifera,rebekahf06,https://inaturalist-open-data.s3.amazonaws.com/photos/76429992/medium.jpg,species,85035,1|47120|47119|47118|47535|85035|85034,1,1
48048841,57858,blue water-speedwell,Veronica anagallis-aquatica,alizafeffer,https://static.inaturalist.org/photos/76218828/medium.jpg,species,51611,47126|211194|47124|48151|50638|51611|57858,1,1
48136813,58096,Water Starworts,Callitriche,patrickeatsflowers,https://inaturalist-open-data.s3.amazonaws.com/photos/76362794/medium.jpg,genus,50638,47126|211194|47124|48151|50638|58096,1,1
3305962,58127,Common Lambsquarters,Chenopodium album,teenathomas,https://inaturalist-open-data.s3.amazonaws.com/photos/3820957/medium.jpg,species,48439,47126|211194|47124|47366|52327|48439|58127,1,1
81561991,136329,conifers,Pinopsida,emilyd5,https://inaturalist-open-data.s3.amazonaws.com/photos/133794445/medium.jpg,class,211194,47126|211194|136329,1,23
3307045,133809,Fountain Apple-moss,Philonotis fontana,deanaprochnau,https://inaturalist-open-data.s3.amazonaws.com/photos/3822445/medium.jpg,species,123640,47126|311249|48372|1122195|123641|123640|133809,1,1
48256236,58398,,Trombidium,hmckiverkin11,https://inaturalist-open-data.s3.amazonaws.com/photos/76558803/medium.jpg,genus,57652,1|47120|47119|83740|57652|58398,1,1
48137409,118081,Pine Bracket,Porodaedalea pini,patrickeatsflowers,https://inaturalist-open-data.s3.amazonaws.com/photos/76363818/medium.jpg,species,118086,47170|47169|50814|57519|57518|118086|118081,1,1
13186959,84772,slender yellow woodsorrel,Oxalis dillenii,neil34,https://inaturalist-open-data.s3.amazonaws.com/photos/19275121/medium.jpg,species,47758,47126|211194|47124|70233|47759|47758|84772,1,1
1551812,143452,Lettered Sphinx,Deidamia inscriptum,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/1922322/medium.JPG,species,143454,1|47120|47158|47157|47213|143454|143452,1,1
47906788,58509,Delaware Skipper,Anatrytone logan,anish11,https://inaturalist-open-data.s3.amazonaws.com/photos/75992654/medium.jpg,species,62973,1|47120|47158|47157|47653|62973|58509,1,1
3305846,84718,"Woodlice, Pillbugs, and Rock Slaters",Oniscidea,kathrynbelkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3820862/medium.jpg,suborder,48147,1|47120|47187|48147|84718,1,1
1572544,84300,American black elderberry,Sambucus canadensis,edando23,https://inaturalist-open-data.s3.amazonaws.com/photos/1945264/medium.jpg,species,52689,47126|211194|47124|48526|781703|52689|84300,1,1
48035057,133400,boxes,Buxus,asherg1,https://inaturalist-open-data.s3.amazonaws.com/photos/76196956/medium.jpg,genus,50318,47126|211194|47124|71277|50318|133400,1,2
26119456,77206,Hedge Bedstraw,Galium mollugo,mariamalex25,https://inaturalist-open-data.s3.amazonaws.com/photos/40527757/medium.jpeg,species,53060,47126|211194|47124|47363|47693|53060|77206,1,1
26407735,133397,common box,Buxus sempervirens,ashithaa1,https://inaturalist-open-data.s3.amazonaws.com/photos/41001763/medium.jpg,species,133400,47126|211194|47124|71277|50318|133400|133397,1,1
81371936,58727,Japanese barberry,Berberis thunbergii,carinamh,https://inaturalist-open-data.s3.amazonaws.com/photos/133460567/medium.jpg,species,58728,47126|211194|47124|48232|49289|58728|58727,1,1
6445600,711086,meadow hawkweed,Pilosella caespitosa,harrisongarcia,https://inaturalist-open-data.s3.amazonaws.com/photos/8144082/medium.jpeg,species,203680,47126|211194|47124|47605|47604|203680|711086,1,1
48062822,1179954,Pale Brittlestem,Candolleomyces candolleanus,mfriedman10,https://static.inaturalist.org/photos/76241196/medium.jpg,species,1179953,47170|47169|50814|47167|56310|1179953|1179954,1,1
3315797,75916,Butterfly bush,Buddleja davidii,darvinmathew,http://static.inaturalist.org/photos/3831647/medium.jpg,species,64571,47126|211194|47124|48151|47151|64571|75916,1,1
26418357,117887,rosette lichens,Physcia,priyanka13,https://inaturalist-open-data.s3.amazonaws.com/photos/41020408/medium.jpg,genus,60717,47170|48250|54743|372828|60717|117887,1,1
81560870,56165,mulleins,Verbascum,brooke_mcastocker,https://static.inaturalist.org/photos/133795167/medium.jpg,genus,47151,47126|211194|47124|48151|47151|56165,1,4
13186696,56166,spotted lady's thumb,Persicaria maculosa,neil34,https://inaturalist-open-data.s3.amazonaws.com/photos/19274616/medium.jpg,species,61787,47126|211194|47124|47366|48382|61787|56166,1,1
48021789,56184,marsh fern family,Thelypteridaceae,saral618,https://inaturalist-open-data.s3.amazonaws.com/photos/76175621/medium.jpg,family,47754,47126|211194|121943|47754|56184,1,1
6432140,56189,Meadow spittlebug,Philaenus spumarius,zackk1,https://static.inaturalist.org/photos/8122850/medium.jpg,species,56196,1|47120|47158|47744|56195|56196|56189,1,1
48242989,116735,cutleaf coneflower,Rudbeckia laciniata,elle46,https://inaturalist-open-data.s3.amazonaws.com/photos/76536464/medium.jpg,species,62742,47126|211194|47124|47605|47604|62742|116735,1,1
64808839,117433,winged euonymus,Euonymus alatus,alenasvara,https://static.inaturalist.org/photos/104258136/medium.jpg,species,47538,47126|211194|47124|47540|47539|47538|117433,1,1
47908637,14898,Brown Thrasher,Toxostoma rufum,anish11,https://inaturalist-open-data.s3.amazonaws.com/photos/75995720/medium.jpg,species,14889,1|2|3|7251|59911|14889|14898,1,1
26056641,56193,field maple,Acer campestre,anisha1,https://inaturalist-open-data.s3.amazonaws.com/photos/40426447/medium.jpg,species,47727,47126|211194|47124|47729|58321|47727|56193,1,1
3318734,56739,castor bean,Ricinus communis,navneethp2,https://inaturalist-open-data.s3.amazonaws.com/photos/3834164/medium.jpg,species,56740,47126|211194|47124|51820|51821|56740|56739,1,1
3314614,864989,palmate-leaved Oxalis,Oxalis,naturalist1600,http://static.inaturalist.org/photos/3830756/medium.jpg,subgenus,47758,47126|211194|47124|70233|47759|47758|864989,1,1
25993583,148365,rock greenshield lichen,Flavoparmelia baltimorensis,tae3,https://inaturalist-open-data.s3.amazonaws.com/photos/40324630/medium.jpg,species,117951,47170|48250|54743|48327|54321|117951|148365,1,1
1572552,146827,Atlantic Silverside,Menidia menidia,davidc6,https://inaturalist-open-data.s3.amazonaws.com/photos/1945259/medium.jpg,species,89853,1|2|47178|85506|85612|89853|146827,1,1
6530038,144128,Myriapods,Myriapoda,evand1,https://inaturalist-open-data.s3.amazonaws.com/photos/8273454/medium.jpg,subphylum,47120,1|47120|144128,1,1
47867113,78563,fishpole bamboo,Phyllostachys aurea,sydneyferst,https://inaturalist-open-data.s3.amazonaws.com/photos/75930506/medium.jpg,species,72298,47126|211194|47163|47162|47434|72298|78563,1,1
81598234,45994,Tree Squirrels,Sciurus,carolinem3,https://static.inaturalist.org/photos/133846419/medium.jpg,genus,45933,1|2|40151|43698|45933|45994,0,17
81654374,47123,"legumes, milkworts, and allies",Fabales,r105,https://inaturalist-open-data.s3.amazonaws.com/photos/133943503/medium.jpg,order,47124,47126|211194|47124|47123,0,58
81658816,47120,Arthropods,Arthropoda,moosty123,https://inaturalist-open-data.s3.amazonaws.com/photos/133952671/medium.jpg,phylum,1,1|47120,0,164
81620011,46078,Marmots,Marmota,fweber3,https://inaturalist-open-data.s3.amazonaws.com/photos/133881398/medium.jpg,genus,45933,1|2|40151|43698|45933|46078,0,9
81654374,47122,legumes,Fabaceae,r105,https://inaturalist-open-data.s3.amazonaws.com/photos/133943503/medium.jpg,family,47123,47126|211194|47124|47123|47122,0,58
81644484,47119,Arachnids,Arachnida,dylan_v,https://static.inaturalist.org/photos/133924989/medium.jpg,class,47120,1|47120|47119,0,26
81620011,45933,Squirrels,Sciuridae,fweber3,https://inaturalist-open-data.s3.amazonaws.com/photos/133881398/medium.jpg,family,43698,1|2|40151|43698|45933,0,41
1556164,47195,"dogwoods, hydrangeas, and allies",Cornales,erics5,https://inaturalist-open-data.s3.amazonaws.com/photos/1926687/medium.jpg,order,47124,47126|211194|47124|47195,0,1
48239265,11925,Tachycineta Swallows,Tachycineta,ryanchetchy,https://inaturalist-open-data.s3.amazonaws.com/photos/76531707/medium.jpg,genus,11853,1|2|3|7251|11853|11925,0,1
48137409,118086,,Porodaedalea,patrickeatsflowers,https://inaturalist-open-data.s3.amazonaws.com/photos/76363818/medium.jpg,genus,57518,47170|47169|50814|57519|57518|118086,0,1
48670356,47233,Perch-like Fishes,Perciformes,cameronlee1,https://inaturalist-open-data.s3.amazonaws.com/photos/77237421/medium.jpg,order,47178,1|2|47178|47233,0,1
47887008,47225,Common Swallowtails,Papilio,jdcazes,https://inaturalist-open-data.s3.amazonaws.com/photos/75960290/medium.jpg,genus,47223,1|47120|47158|47157|47223|47225,0,2
47887008,47223,Swallowtails and Parnassians,Papilionidae,jdcazes,https://inaturalist-open-data.s3.amazonaws.com/photos/75960290/medium.jpg,family,47157,1|47120|47158|47157|47223,0,2
1582859,10368,Cowbirds,Molothrus,blancam1,https://inaturalist-open-data.s3.amazonaws.com/photos/1953914/medium.JPG,genus,11989,1|2|3|7251|11989|10368,0,1
81654646,47221,"Honey Bees, Bumble Bees, and Allies",Apidae,mariamr48,https://inaturalist-open-data.s3.amazonaws.com/photos/133943587/medium.jpg,family,47201,1|47120|47158|47201|47221,0,6
48244143,47220,Honey Bees,Apis,tommysantulli3,https://inaturalist-open-data.s3.amazonaws.com/photos/76539206/medium.jpg,genus,47221,1|47120|47158|47201|47221|47220,0,4
3307045,1122195,,Bartramiales,deanaprochnau,https://inaturalist-open-data.s3.amazonaws.com/photos/3822445/medium.jpg,order,48372,47126|311249|48372|1122195,0,1
48177983,47217,orchids,Orchidaceae,rebekahf06,https://inaturalist-open-data.s3.amazonaws.com/photos/76429202/medium.jpg,family,47218,47126|211194|47163|47218|47217,0,1
25993583,117951,greenshield lichens,Flavoparmelia,tae3,https://inaturalist-open-data.s3.amazonaws.com/photos/40324630/medium.jpg,genus,54321,47170|48250|54743|48327|54321|117951,0,1
48062822,1179953,,Candolleomyces,mfriedman10,https://static.inaturalist.org/photos/76241196/medium.jpg,genus,56310,47170|47169|50814|47167|56310|1179953,0,1
64974367,47204,mustard family,Brassicaceae,nikkirosenblatt,https://inaturalist-open-data.s3.amazonaws.com/photos/104537607/medium.jpg,family,71275,47126|211194|47124|71275|47204,0,10
26112937,47203,Pepperweeds,Lepidium,mariamalex25,https://inaturalist-open-data.s3.amazonaws.com/photos/40519022/medium.jpeg,genus,47204,47126|211194|47124|71275|47204|47203,0,1
